,Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Intl_Plan,Vmail_Plan,Day_Calls,Day_Charge,Eve_Calls,Eve_Charge,Night_Calls,Night_Charge,Intl_Calls,Intl_Charge,State,Phone,Churn,total_mins,total_bills
1815,101,42,209.2,159.7,181.6,9.5,0,0,1,82,35.56,74,13.57,100,8.17,3,2.57,IN,332-9118,0,560.0,59.870000000000005
1816,53,0,184.8,216.4,141.1,18.4,2,0,0,98,31.42,125,18.39,116,6.35,3,4.97,OR,386-1418,0,560.7,61.13
1817,116,0,167.8,142.0,190.7,7.3,2,0,0,119,28.53,123,12.07,128,8.58,4,1.97,SD,393-3535,0,507.8,51.15
1818,78,0,139.2,191.4,286.5,11.8,3,0,0,140,23.66,113,16.27,125,12.89,3,3.19,DE,328-9006,0,628.9,56.01
1819,117,17,221.3,167.6,262.7,4.4,0,0,1,82,37.62,100,14.25,87,11.82,4,1.19,OR,402-2482,0,655.9999999999999,64.88
1820,56,0,121.6,165.3,243.9,8.9,1,0,0,84,20.67,115,14.05,95,10.98,2,2.4,NE,408-4865,0,539.6999999999999,48.1
1821,123,39,270.4,245.1,108.9,15.4,1,0,1,99,45.97,110,20.83,113,4.9,7,4.16,OH,396-6247,0,639.8,75.86
1822,127,0,139.6,240.9,127.1,8.8,2,0,0,94,23.73,112,20.48,88,5.72,4,2.38,OH,396-9462,0,516.4,52.31
1823,116,23,253.0,138.9,277.8,11.8,2,0,1,78,43.01,121,11.81,104,12.5,3,3.19,AR,396-9279,0,681.5,70.50999999999999
1824,138,26,183.9,240.7,185.7,15.0,1,0,1,83,31.26,93,20.46,125,8.36,3,4.05,KS,363-8715,0,625.3,64.13
1825,120,0,203.3,259.9,115.9,7.8,3,0,0,108,34.56,66,22.09,103,5.22,2,2.11,TX,356-1358,0,586.9,63.980000000000004
1826,102,0,200.6,152.5,199.4,7.7,3,0,0,106,34.1,127,12.96,128,8.97,2,2.08,WI,360-7839,0,560.2,58.11
1827,95,0,167.6,176.0,250.9,13.4,2,0,0,96,28.49,89,14.96,113,11.29,6,3.62,OR,364-8774,0,607.9,58.36
1828,102,0,156.5,204.3,141.9,9.9,2,0,0,67,26.61,103,17.37,72,6.39,2,2.67,VA,348-5038,0,512.6,53.040000000000006
1829,89,25,215.1,197.4,162.1,10.6,1,0,1,140,36.57,69,16.78,117,7.29,10,2.86,AR,365-4728,0,585.2,63.5
1830,50,0,301.7,167.1,72.2,10.5,1,0,0,82,51.29,118,14.2,89,3.25,6,2.84,CT,351-9037,0,551.5,71.58
1831,93,42,152.3,267.5,266.9,11.3,7,0,1,90,25.89,102,22.74,130,12.01,5,3.05,OH,397-9184,0,698.0,63.68999999999999
1832,68,0,195.4,212.1,138.4,15.1,1,0,0,116,33.22,101,18.03,134,6.23,11,4.08,WY,398-4538,0,561.0,61.56
1833,70,0,208.7,275.5,182.5,8.0,2,0,0,97,35.48,83,23.42,122,8.21,3,2.16,IL,382-6827,0,674.7,69.27
1834,138,29,190.1,223.2,256.2,14.2,0,0,1,87,32.32,123,18.97,130,11.53,6,3.83,MO,408-1340,0,683.7,66.65
1835,141,37,185.4,178.5,218.3,8.0,4,0,1,87,31.52,128,15.17,107,9.82,3,2.16,DC,333-9511,0,590.2,58.67
1836,112,17,183.2,252.8,156.7,9.7,0,0,1,95,31.14,125,21.49,95,7.05,3,2.62,MA,358-7379,0,602.4000000000001,62.29999999999999
1837,117,0,54.2,303.2,171.8,8.6,1,1,0,100,9.21,84,25.77,84,7.73,2,2.32,NH,397-1766,1,537.8000000000001,45.03000000000001
1838,1,26,208.0,185.0,177.7,8.1,1,0,1,115,35.36,113,15.73,144,8.0,9,2.19,IA,331-2144,0,578.8000000000001,61.28
1839,70,0,230.3,77.9,247.1,13.2,1,0,0,110,39.15,87,6.62,105,11.12,4,3.56,AL,345-7014,0,568.5000000000001,60.449999999999996
1840,87,22,240.8,75.9,224.6,7.1,2,0,1,102,40.94,106,6.45,115,10.11,3,1.92,OR,395-1898,0,548.4000000000001,59.42
1841,52,21,195.7,106.2,157.4,5.3,2,0,1,119,33.27,95,9.03,94,7.08,3,1.43,WV,373-8920,0,464.59999999999997,50.81
1842,97,0,276.1,201.1,231.3,8.9,0,0,0,82,46.94,106,17.09,73,10.41,4,2.4,WA,373-8908,1,717.4,76.84
1843,105,0,166.1,175.9,243.5,16.2,2,0,0,93,28.24,106,14.95,55,10.96,3,4.37,NV,415-1203,0,601.7,58.519999999999996
1844,77,28,135.9,244.5,207.5,11.5,4,0,1,117,23.1,102,20.78,74,9.34,3,3.11,SC,369-7017,1,599.4,56.33
1845,80,0,189.1,223.2,269.0,13.9,2,1,0,122,32.15,92,18.97,116,12.11,3,3.75,NC,420-8435,1,695.1999999999999,66.97999999999999
1846,120,43,177.9,175.1,161.3,11.5,1,0,1,117,30.24,70,14.88,117,7.26,4,3.11,NH,395-2579,0,525.8,55.489999999999995
1847,54,39,143.9,210.3,129.2,12.5,2,0,1,73,24.46,117,17.88,117,5.81,8,3.38,WY,405-7850,0,495.90000000000003,51.53000000000001
1848,148,0,148.2,159.6,197.4,8.6,2,1,0,138,25.19,123,13.57,62,8.88,3,2.32,FL,394-7710,0,513.8,49.96000000000001
1849,119,0,287.1,159.3,216.8,13.9,2,0,0,115,48.81,99,13.54,86,9.76,1,3.75,PA,342-4122,1,677.1,75.86
1850,162,26,179.7,218.1,212.3,9.3,1,0,1,144,30.55,129,18.54,105,9.55,8,2.51,NC,340-1876,1,619.3999999999999,61.15
1851,85,0,165.8,190.0,144.0,10.9,5,0,0,96,28.19,141,16.15,116,6.48,3,2.94,MO,383-6095,1,510.7,53.760000000000005
1852,101,25,144.1,167.6,240.0,14.5,1,0,1,144,24.5,105,14.25,107,10.8,3,3.92,KS,413-1061,0,566.2,53.47
1853,172,0,172.5,253.1,221.6,5.9,0,0,0,85,29.33,71,21.51,113,9.97,6,1.59,KY,343-5347,0,653.1,62.400000000000006
1854,80,0,199.8,167.1,271.8,5.5,1,0,0,138,33.97,91,14.2,94,12.23,4,1.49,DE,376-4861,0,644.2,61.89000000000001
1855,67,0,109.1,142.3,91.2,10.9,2,0,0,134,18.55,76,12.1,86,4.1,5,2.94,WI,417-2265,0,353.5,37.69
1856,86,0,171.8,301.7,139.4,9.7,1,0,0,106,29.21,44,25.64,108,6.27,5,2.62,CO,419-7415,0,622.6,63.74
1857,107,0,222.3,286.0,249.4,12.1,1,0,0,101,37.79,111,24.31,117,11.22,4,3.27,NM,407-2259,1,769.8000000000001,76.58999999999999
1858,133,0,245.8,264.7,111.7,11.2,0,0,0,102,41.79,90,22.5,103,5.03,7,3.02,DE,333-2906,0,633.4000000000001,72.33999999999999
1859,116,0,164.6,270.6,230.4,8.0,0,0,0,110,27.98,103,23.0,109,10.37,3,2.16,IL,360-7477,0,673.6,63.510000000000005
1860,63,0,211.7,271.7,203.3,7.4,0,0,0,107,35.99,77,23.09,108,9.15,7,2.0,WA,342-5243,0,694.1,70.23
1861,119,16,147.2,160.1,184.0,7.7,0,1,1,103,25.02,96,13.61,120,8.28,2,2.08,MA,417-3999,1,498.99999999999994,48.989999999999995
1862,133,0,254.7,252.2,178.1,8.0,0,1,0,103,43.3,80,21.44,103,8.01,3,2.16,OH,379-1720,1,693.0,74.91
1863,94,0,170.1,271.8,110.7,8.7,1,1,0,113,28.92,94,23.1,78,4.98,4,2.35,TN,368-3117,0,561.3000000000001,59.35
1864,69,0,195.1,261.5,203.8,11.4,0,0,0,91,33.17,57,22.23,90,9.17,5,3.08,MA,352-5000,0,671.8000000000001,67.65
1865,146,0,149.3,187.1,149.8,7.9,7,0,0,83,25.38,130,15.9,100,6.74,4,2.13,MI,405-7676,1,494.09999999999997,50.150000000000006
1866,119,0,81.9,253.8,213.1,8.9,2,0,0,75,13.92,114,21.57,125,9.59,1,2.4,TX,361-2349,1,557.7,47.48
1867,142,25,191.1,149.6,227.8,9.8,0,1,1,109,32.49,120,12.72,60,10.25,3,2.65,NH,383-2901,0,578.3,58.11
1868,123,0,206.9,224.4,197.4,8.3,3,0,0,115,35.17,86,19.07,60,8.88,2,2.24,MD,369-7049,0,637.0,65.36
1869,101,0,239.0,273.0,278.2,13.5,1,0,0,156,40.63,106,23.21,93,12.52,8,3.65,MS,387-5533,1,803.7,80.01
1870,43,0,179.3,252.7,227.5,8.0,0,0,0,97,30.48,126,21.48,114,10.24,5,2.16,AZ,362-3660,0,667.5,64.36
1871,69,0,185.3,219.1,243.6,5.5,0,0,0,91,31.5,88,18.62,107,10.96,5,1.49,IN,357-3577,0,653.5,62.57000000000001
1872,15,0,141.4,123.9,323.5,8.1,2,1,0,80,24.04,76,10.53,88,14.56,3,2.19,NY,394-3312,0,596.9,51.32
1873,107,25,248.6,119.3,194.3,12.0,1,0,1,91,42.26,115,10.14,83,8.74,1,3.24,WI,395-8330,0,574.2,64.38
1874,67,0,152.5,252.4,185.4,4.9,2,0,0,131,25.93,107,21.45,104,8.34,3,1.32,WV,373-8895,0,595.1999999999999,57.04
1875,99,0,145.6,230.9,181.5,11.4,1,0,0,102,24.75,87,19.63,86,8.17,7,3.08,NY,386-4581,0,569.4,55.629999999999995
1876,46,0,164.2,196.2,236.1,8.1,1,0,0,116,27.91,153,16.68,119,10.62,1,2.19,OK,354-8191,0,604.6,57.4
1877,55,0,221.0,165.4,235.4,9.7,1,1,0,115,37.57,97,14.06,117,10.59,4,2.62,NC,359-7562,0,631.5,64.84
1878,39,0,295.4,232.1,204.4,11.5,1,0,0,126,50.22,117,19.73,123,9.2,2,3.11,KY,359-4336,1,743.4,82.26
1879,92,0,139.8,174.9,201.6,9.4,2,0,0,98,23.77,143,14.87,135,9.07,7,2.54,TX,336-9901,0,525.7,50.25
1880,56,0,162.3,149.1,255.5,14.8,4,0,0,99,27.59,78,12.67,115,11.5,1,4.0,CT,406-3069,1,581.6999999999999,55.76
1881,76,0,272.7,236.4,235.5,7.7,0,0,0,97,46.36,95,20.09,105,10.6,2,2.08,NE,334-6519,1,752.3000000000001,79.13
1882,132,33,200.3,226.6,198.8,12.9,2,1,1,75,34.05,67,19.26,91,8.95,3,3.48,HI,361-8113,0,638.6,65.74000000000001
1883,140,28,157.1,172.4,184.5,11.1,1,0,1,77,26.71,97,14.65,94,8.3,9,3.0,SC,347-9769,0,525.1,52.66
1884,51,12,135.8,200.6,192.4,12.3,2,1,1,60,23.09,134,17.05,98,8.66,7,3.32,AK,352-9130,0,541.0999999999999,52.12
1885,27,0,236.7,231.9,164.7,12.7,1,0,0,110,40.24,92,19.71,85,7.41,6,3.43,SD,378-4557,0,646.0,70.79
1886,224,0,111.4,175.0,217.2,5.5,3,0,0,133,18.94,66,14.88,106,9.77,6,1.49,ID,360-8919,0,509.09999999999997,45.080000000000005
1887,105,28,156.1,107.1,167.7,14.7,0,1,1,89,26.54,114,9.1,95,7.55,3,3.97,OK,405-4109,1,445.59999999999997,47.16
1888,117,0,191.1,282.8,84.8,12.0,2,0,0,93,32.49,56,24.04,118,3.82,4,3.24,WA,381-2498,0,570.6999999999999,63.59
1889,91,0,153.0,141.1,171.5,10.3,1,0,0,123,26.01,127,11.99,76,7.72,15,2.78,SD,357-5696,1,475.90000000000003,48.5
1890,135,0,218.8,242.8,85.8,10.3,4,0,0,123,37.2,64,20.64,80,3.86,3,2.78,OH,412-2947,0,557.6999999999999,64.48
1891,146,0,205.4,134.9,310.5,10.3,3,0,0,101,34.92,77,11.47,83,13.97,2,2.78,VA,363-3571,0,661.0999999999999,63.14
1892,147,0,225.2,184.9,143.2,9.9,0,1,0,111,38.28,98,15.72,146,6.44,1,2.67,WI,405-5403,1,563.1999999999999,63.11
1893,68,0,249.9,254.5,273.2,8.9,2,0,0,127,42.48,118,21.63,98,12.29,6,2.4,IN,330-9354,1,786.4999999999999,78.80000000000001
1894,68,0,131.6,137.0,256.3,10.2,3,0,0,89,22.37,109,11.65,107,11.53,5,2.75,NM,396-7091,0,535.1000000000001,48.300000000000004
1895,86,21,197.9,165.6,208.0,10.1,0,0,1,99,33.64,100,14.08,120,9.36,9,2.73,HI,398-3004,0,581.6,59.809999999999995
1896,131,0,166.5,210.2,257.2,9.9,1,0,0,129,28.31,107,17.87,93,11.57,5,2.67,KY,400-4020,0,643.8,60.42
1897,86,29,225.4,187.1,281.1,12.9,1,0,1,79,38.32,112,15.9,112,12.65,3,3.48,OH,356-3448,0,706.5,70.35000000000001
1898,159,0,275.8,189.5,223.9,7.4,2,0,0,103,46.89,108,16.11,93,10.08,5,2.0,VT,335-2019,1,696.6,75.08
1899,134,40,142.9,88.6,290.0,10.8,1,0,1,105,24.29,61,7.53,96,13.05,6,2.92,AZ,332-6633,0,532.3,47.790000000000006
1900,113,0,207.2,256.0,211.0,9.9,1,0,0,113,35.22,80,21.76,87,9.49,1,2.67,VT,359-7648,0,684.1,69.14
1901,132,0,206.2,211.2,196.2,10.2,1,0,0,100,35.05,118,17.95,122,8.83,6,2.75,MO,412-9190,0,623.8,64.58
1902,85,0,210.3,195.8,221.6,11.2,1,0,0,66,35.75,76,16.64,82,9.97,7,3.02,AL,368-9007,0,638.9000000000001,65.38
1903,93,38,225.7,119.6,193.2,14.0,1,1,1,117,38.37,122,10.17,125,8.69,7,3.78,NJ,384-5632,1,552.5,61.01
1904,174,33,167.8,205.3,130.0,14.5,4,0,1,91,28.53,91,17.45,132,5.85,4,3.92,WA,352-6068,1,517.6,55.75000000000001
1905,61,0,197.7,152.2,221.0,7.0,2,0,0,118,33.61,96,12.94,93,9.95,3,1.89,NY,343-9645,0,577.9,58.39
1906,91,39,169.8,65.2,144.4,10.9,1,0,1,105,28.87,116,5.54,92,6.5,4,2.94,DC,384-7873,0,390.29999999999995,43.85
1907,88,28,190.6,237.3,211.6,9.8,2,0,1,104,32.4,105,20.17,116,9.52,1,2.65,NE,396-2187,0,649.3,64.74000000000001
1908,88,45,80.3,153.3,309.2,12.8,2,0,1,140,13.65,101,13.03,123,13.91,3,3.46,MA,383-5109,0,555.5999999999999,44.050000000000004
1909,195,36,231.7,225.1,201.7,12.1,0,0,1,110,39.39,88,19.13,89,9.08,2,3.27,VT,377-7843,0,670.6,70.86999999999999
1910,182,0,69.1,230.3,256.7,6.5,0,0,0,114,11.75,109,19.58,96,11.55,4,1.76,NM,382-7999,0,562.5999999999999,44.63999999999999
1911,118,0,188.8,217.4,220.1,8.2,4,0,0,60,32.1,64,18.48,100,9.9,7,2.21,CO,328-1222,0,634.5000000000001,62.69
1912,103,0,150.6,169.1,221.2,10.4,8,0,0,125,25.6,126,14.37,104,9.95,8,2.81,NH,371-1727,1,551.3,52.730000000000004
1913,65,0,192.0,139.5,187.4,5.5,2,0,0,89,32.64,88,11.86,102,8.43,4,1.49,IL,369-8871,0,524.4,54.42
1914,61,25,163.7,113.2,134.1,9.9,3,0,1,78,27.83,112,9.62,118,6.03,3,2.67,UT,335-9726,0,420.9,46.15
1915,172,0,211.7,198.7,301.7,6.5,1,0,0,100,35.99,101,16.89,136,13.58,9,1.76,WV,357-3709,0,718.5999999999999,68.22000000000001
1916,72,0,175.5,132.3,242.9,11.8,1,0,0,103,29.84,120,11.25,96,10.93,3,3.19,NJ,422-9964,0,562.5,55.21
1917,113,0,150.1,200.1,266.7,11.0,2,0,0,120,25.52,85,17.01,105,12.0,3,2.97,NM,366-9211,0,627.9,57.5
1918,177,0,189.5,176.3,225.9,14.2,1,0,0,99,32.22,117,14.99,112,10.17,2,3.83,ND,384-9033,0,605.9000000000001,61.21
1919,100,0,70.8,215.6,230.8,9.5,6,0,0,94,12.04,102,18.33,125,10.39,1,2.57,WA,382-4932,1,526.7,43.33
1920,67,0,215.5,190.7,214.5,8.6,1,0,0,102,36.64,95,16.21,106,9.65,6,2.32,NM,404-7518,0,629.3000000000001,64.82
1921,136,0,101.7,202.8,136.2,9.4,3,0,0,105,17.29,99,17.24,119,6.13,6,2.54,DE,353-1954,0,450.09999999999997,43.2
1922,71,0,258.4,126.8,182.4,9.7,4,0,0,132,43.93,119,10.78,87,8.21,8,2.62,GA,391-7166,0,577.3000000000001,65.54
1923,134,0,242.4,152.9,318.3,11.8,1,0,0,126,41.21,115,13.0,115,14.32,6,3.19,HI,370-9000,0,725.4,71.72
1924,124,0,131.8,284.3,305.5,11.3,1,0,0,82,22.41,119,24.17,101,13.75,2,3.05,CT,332-3642,0,732.9,63.379999999999995
1925,84,0,190.2,197.7,247.5,9.8,2,0,0,102,32.33,141,16.8,102,11.14,6,2.65,NJ,412-3898,0,645.1999999999999,62.919999999999995
1926,39,0,154.1,204.2,196.2,9.8,2,0,0,104,26.2,112,17.36,92,8.83,4,2.65,ME,366-5640,0,564.3,55.04
1927,110,0,188.0,90.5,150.3,15.3,3,0,0,127,31.96,118,7.69,64,6.76,3,4.13,OK,356-2302,0,444.1,50.54
1928,102,0,103.1,275.0,141.1,11.2,1,0,0,70,17.53,129,23.38,92,6.35,5,3.02,TN,345-9018,0,530.4000000000001,50.28
1929,70,0,175.4,159.5,260.6,11.6,0,0,0,130,29.82,130,13.56,96,11.73,4,3.13,WY,365-6205,0,607.1,58.24
1930,142,0,145.4,209.1,214.0,10.9,1,0,0,93,24.72,98,17.77,96,9.63,1,2.94,NY,337-1151,0,579.4,55.059999999999995
1931,81,0,250.6,187.9,120.3,7.8,1,1,0,85,42.6,50,15.97,131,5.41,5,2.11,DE,374-4664,0,566.5999999999999,66.09
1932,17,0,161.5,214.2,315.0,8.6,1,0,0,123,27.46,81,18.21,106,14.18,5,2.32,RI,396-9656,0,699.3000000000001,62.17
1933,119,0,260.1,256.5,229.1,10.0,1,0,0,101,44.22,68,21.8,89,10.31,2,2.7,PA,377-5043,1,755.7,79.03
1934,105,0,281.3,301.5,202.8,8.7,0,0,0,124,47.82,96,25.63,109,9.13,3,2.35,HI,401-7359,1,794.3,84.92999999999999
1935,108,42,130.1,167.0,244.7,13.6,3,1,1,90,22.12,128,14.2,80,11.01,5,3.67,MD,375-2184,1,555.4,51.0
1936,90,0,102.0,113.3,188.6,11.4,2,0,0,118,17.34,134,9.63,105,8.49,3,3.08,VA,367-6005,0,415.29999999999995,38.54
1937,100,33,218.7,155.0,99.0,12.1,1,0,1,104,37.18,144,13.18,117,4.46,4,3.27,IN,364-2166,0,484.8,58.09
1938,155,30,128.5,188.4,254.4,6.8,1,0,1,86,21.85,91,16.01,85,11.45,6,1.84,OR,414-4741,0,578.0999999999999,51.150000000000006
1939,113,0,128.7,227.1,178.1,9.2,2,0,0,100,21.88,67,19.3,135,8.01,4,2.48,AZ,403-9719,1,543.1,51.669999999999995
1940,123,0,172.2,162.6,250.3,8.7,1,0,0,92,29.27,76,13.82,101,11.26,4,2.35,WI,371-8452,0,593.8,56.7
1941,145,0,199.2,126.0,289.2,7.6,1,0,0,124,33.86,86,10.71,135,13.01,3,2.05,VA,392-6239,0,622.0,59.629999999999995
1942,42,0,184.5,200.5,279.2,8.8,2,0,0,98,31.37,93,17.04,91,12.56,3,2.38,MO,410-5250,0,673.0,63.35
1943,125,0,168.6,175.6,243.3,10.9,0,0,0,99,28.66,107,14.93,92,10.95,7,2.94,NV,336-1574,0,598.4,57.480000000000004
1944,131,30,174.0,205.3,218.2,6.7,1,0,1,118,29.58,81,17.45,90,9.82,3,1.81,HI,406-8324,0,604.2,58.660000000000004
1945,107,0,230.4,257.4,107.3,8.5,1,0,0,65,39.17,80,21.88,88,4.83,3,2.3,WA,411-7110,0,603.5999999999999,68.17999999999999
1946,48,0,198.2,202.8,146.4,5.1,1,0,0,73,33.69,115,17.24,73,6.59,5,1.38,IL,341-9907,0,552.5,58.9
1947,76,0,186.1,211.6,230.6,8.0,0,0,0,96,31.64,100,17.99,100,10.38,4,2.16,IL,400-8952,0,636.3,62.17
1948,128,0,148.5,243.0,255.2,6.8,1,0,0,105,25.25,106,20.66,114,11.48,2,1.84,LA,333-9266,0,653.5,59.230000000000004
1949,73,0,157.1,268.8,181.5,10.0,0,0,0,109,26.71,83,22.85,91,8.17,8,2.7,WI,419-4894,0,617.4,60.43000000000001
1950,52,0,155.0,133.4,176.1,7.0,4,0,0,110,26.35,104,11.34,84,7.92,4,1.89,TX,364-9904,1,471.5,47.5
1951,126,26,129.3,176.5,154.5,9.6,1,1,1,123,21.98,114,15.0,102,6.95,7,2.59,MI,394-3048,0,469.90000000000003,46.52000000000001
1952,124,0,188.5,182.0,218.2,6.1,1,0,0,77,32.05,123,15.47,127,9.82,6,1.65,NC,352-6265,0,594.8000000000001,58.989999999999995
1953,137,0,208.8,225.3,221.6,11.1,0,0,0,120,35.5,100,19.15,130,9.97,5,3.0,WA,357-3187,0,666.8000000000001,67.62
1954,71,0,238.0,278.5,193.1,11.8,0,0,0,82,40.46,94,23.67,134,8.69,10,3.19,ND,373-8483,1,721.4,76.00999999999999
1955,139,0,211.1,206.9,193.9,5.6,0,0,0,103,35.89,108,17.59,70,8.73,4,1.51,NE,375-9930,0,617.5,63.720000000000006
1956,107,30,198.9,207.0,159.8,12.6,3,0,1,87,33.81,90,17.6,76,7.19,4,3.4,MS,352-6282,0,578.3000000000001,62.0
1957,147,0,212.8,204.1,156.2,10.2,1,0,0,79,36.18,91,17.35,113,7.03,2,2.75,KY,396-2945,0,583.3,63.31
1958,116,0,137.4,120.0,130.3,12.4,3,0,0,126,23.36,94,10.2,64,5.86,2,3.35,RI,412-3527,0,400.09999999999997,42.77
1959,60,31,191.8,267.8,200.5,12.8,2,0,1,75,32.61,135,22.76,62,9.02,3,3.46,NY,328-4231,0,672.9,67.85
1960,38,0,149.0,49.2,163.3,13.9,0,0,0,92,25.33,78,4.18,93,7.35,11,3.75,TX,413-9055,0,375.4,40.61
1961,63,0,117.1,249.6,162.2,11.1,3,0,0,118,19.91,90,21.22,84,7.3,4,3.0,DE,363-8755,0,540.0,51.42999999999999
1962,94,0,108.0,241.9,252.1,10.4,3,0,0,79,18.36,152,20.56,92,11.34,3,2.81,NM,388-8891,0,612.4,53.07000000000001
1963,131,0,112.8,199.4,142.7,10.1,0,0,0,133,19.18,116,16.95,105,6.42,5,2.73,RI,360-1776,0,465.0,45.279999999999994
1964,158,0,175.9,188.3,188.3,11.0,1,0,0,105,29.9,88,16.01,98,8.47,6,2.97,MS,411-3578,0,563.5,57.349999999999994
1965,139,0,236.6,169.9,212.3,11.1,1,0,0,109,40.22,107,14.44,118,9.55,2,3.0,NY,399-7268,1,629.9,67.21
1966,77,0,169.4,184.9,234.3,2.0,1,0,0,102,28.8,144,15.72,89,10.54,7,0.54,NE,350-1532,0,590.6,55.6
1967,140,0,129.6,246.2,172.1,9.4,3,0,0,79,22.03,99,20.93,124,7.74,10,2.54,WI,359-2197,0,557.3,53.24
1968,72,0,177.1,184.7,174.1,8.0,1,0,0,97,30.11,105,15.7,94,7.83,6,2.16,KY,407-9290,0,543.9,55.8
1969,52,20,133.3,184.1,272.9,13.5,1,0,1,63,22.66,123,15.65,107,12.28,2,3.65,SD,358-6672,0,603.8,54.24
1970,103,0,167.8,212.9,208.2,13.0,5,0,0,121,28.53,123,18.1,73,9.37,3,3.51,VA,393-4621,0,601.9000000000001,59.51
1971,74,32,174.6,310.6,234.7,9.0,1,0,1,107,29.68,115,26.4,92,10.56,4,2.43,KS,336-7357,0,728.9000000000001,69.07000000000001
1972,124,0,150.3,255.9,136.7,12.5,2,0,0,101,25.55,112,21.75,62,6.15,4,3.38,ND,351-1466,0,555.4000000000001,56.83
1973,85,21,283.2,239.7,149.5,6.3,5,0,1,110,48.14,108,20.37,80,6.73,1,1.7,CO,394-6668,0,678.6999999999999,76.94000000000001
1974,113,20,157.8,161.5,271.5,8.7,5,0,1,83,26.83,56,13.73,100,12.22,2,2.35,KY,403-2673,1,599.5,55.13
1975,71,0,141.2,149.1,171.4,7.0,2,0,0,132,24.0,90,12.67,72,7.71,2,1.89,WA,355-1735,0,468.69999999999993,46.27
1976,177,27,230.2,196.1,215.4,10.4,1,0,1,106,39.13,78,16.67,108,9.69,2,2.81,NV,416-7679,0,652.0999999999999,68.30000000000001
1977,49,0,237.8,208.9,167.8,15.6,2,1,0,92,40.43,119,17.76,86,7.55,6,4.21,SC,340-4972,1,630.1,69.94999999999999
1978,106,0,204.0,168.5,164.0,13.3,3,1,0,84,34.68,61,14.32,102,7.38,3,3.59,RI,417-4826,1,549.8,59.97
1979,60,0,221.1,178.6,202.7,7.4,1,0,0,106,37.59,48,15.18,90,9.12,3,2.0,ID,408-6676,0,609.8,63.89
1980,43,0,177.2,142.6,314.1,12.7,4,0,0,93,30.12,60,12.12,144,14.13,2,3.43,KY,417-6683,0,646.6,59.800000000000004
1981,66,0,118.0,248.1,214.4,5.3,1,0,0,133,20.06,99,21.09,122,9.65,5,1.43,ME,331-6270,0,585.8,52.23
1982,125,0,163.8,255.6,192.9,15.7,0,0,0,73,27.85,85,21.73,95,8.68,4,4.24,SD,404-9754,0,628.0,62.5
1983,114,4,141.3,230.4,223.7,9.4,3,0,1,96,24.02,88,19.58,85,10.07,3,2.54,SC,364-9425,0,604.8000000000001,56.209999999999994
1984,112,0,272.5,226.1,159.1,16.4,3,0,0,119,46.33,94,19.22,94,7.16,5,4.43,TN,339-6477,1,674.1,77.13999999999999
1985,101,16,118.9,228.3,180.1,8.2,2,0,1,112,20.21,97,19.41,111,8.1,5,2.21,MT,362-2787,0,535.5000000000001,49.93000000000001
1986,70,0,7.9,136.4,156.6,12.1,0,0,0,100,1.34,83,11.59,89,7.05,1,3.27,WI,405-9233,0,313.0,23.25
1987,59,0,159.5,167.2,138.6,10.2,0,0,0,96,27.12,123,14.21,106,6.24,4,2.75,AK,416-1845,0,475.49999999999994,50.32
1988,59,0,150.2,185.7,212.5,12.1,1,0,0,70,25.53,98,15.78,128,9.56,2,3.27,AZ,385-9657,0,560.5,54.14000000000001
1989,124,30,144.5,262.3,226.5,12.0,2,0,1,35,24.57,101,22.3,82,10.19,7,3.24,MT,420-5652,0,645.3,60.300000000000004
1990,99,0,140.7,210.9,229.9,12.4,2,0,0,88,23.92,98,17.93,125,10.35,4,3.35,DE,415-1141,0,593.9,55.550000000000004
1991,150,0,169.2,216.8,179.4,12.6,1,0,0,123,28.76,83,18.43,107,8.07,3,3.4,VA,334-5634,0,578.0,58.66
1992,81,0,220.8,148.5,183.9,7.6,2,0,0,77,37.54,87,12.62,100,8.28,3,2.05,MA,403-4200,0,560.8000000000001,60.489999999999995
1993,86,0,216.3,266.3,214.0,4.5,0,0,0,96,36.77,77,22.64,110,9.63,3,1.22,IN,357-7893,0,701.1,70.26
1994,84,0,169.5,157.6,98.2,10.6,0,0,0,96,28.82,94,13.4,70,4.42,7,2.86,MD,369-2899,0,435.90000000000003,49.5
1995,118,35,256.3,258.1,215.5,11.7,1,0,1,119,43.57,91,21.94,130,9.7,1,3.16,NV,381-1026,0,741.6000000000001,78.37
1996,89,0,179.7,299.8,185.3,7.6,1,0,0,128,30.55,92,25.48,120,8.34,3,2.05,CO,388-8722,0,672.4,66.42
1997,93,0,266.0,130.1,165.8,13.1,3,0,0,120,45.22,84,11.06,63,7.46,6,3.54,KS,418-3135,0,575.0000000000001,67.28
1998,85,0,96.7,193.8,171.7,9.7,2,0,0,97,16.44,95,16.47,88,7.73,3,2.62,AR,380-3974,0,471.9,43.26
1999,160,0,82.7,194.6,159.0,10.9,0,0,0,116,14.06,95,16.54,54,7.15,9,2.94,WY,338-7232,0,447.2,40.69
2000,28,0,168.2,161.7,192.4,10.1,3,0,0,87,28.59,92,13.74,112,8.66,3,2.73,PA,334-5223,0,532.4,53.71999999999999
2001,73,0,286.4,178.2,214.2,10.7,1,0,0,109,48.69,67,15.15,152,9.64,14,2.89,TX,340-8323,1,689.5,76.36999999999999
